route_id,lbr_vehicle_string,bustimes_types,bustimes_observed_regs,our_make,our_vehicle_type,our_propulsion,our_deck,tfl_observed_reg_count
N277,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,4,VOLVO,Streetdeck Electroliner 10.5m,electric,double,4
N279,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,5,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,5
N28,B5LH/EvoSeti,Volvo B9TL Wright Eclipse Gemini 2,2,,B5LH/EvoSeti,hybrid,double,2
N281,,,0,,DD/Enviro400EV City,electric,double,0
N285,,,0,,E40D/Enviro400 MMC,diesel,double,0
N29,B5LH/Eclipse Gemini,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,5,VOLVO,B5LH/Eclipse Gemini,hybrid,double,5
N295,,,0,,DD/Enviro400EV City,electric,double,0
N297,,,0,,B9TL/Gemini 2,diesel,double,0
N3,New Bus for London,,0,,New Bus for London,hybrid,double,0
N31,E40H/Enviro400H,BYD BD11 | Volvo B5LH MCV EvoSeti,2,,E40H/Enviro400H,hybrid,double,2
N32,New Bus for London,Volvo B5LH Wright Eclipse Gemini 3,3,,New Bus for London,hybrid,double,3
N321,,,0,,BYD B11E02 10.9m,electric,double,0
N33,E200Dart/Enviro200,BYD D8UR ADL Enviro200EV,1,,E200Dart/Enviro200,diesel,double,1
N341,,,0,,Streetdeck Electroliner 10.5m,electric,double,0
N343,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,3
N344,,,0,,E40H/Enviro400H MMC,hybrid,double,0
N345,,,0,,E40H/Enviro400H,hybrid,double,0
N35,,,0,,E40H/Enviro400H MMC,hybrid,double,0
N36,,,0,,E40D/Enviro400,diesel,double,0
N365,,,0,,Trident/Enviro400,diesel,double,0
N37,,,0,,E40H/Enviro400H MMC,hybrid,double,0
N38,New Bus for London,,0,,New Bus for London,hybrid,double,0
N381,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Wright StreetDeck Electroliner,4,,DD/Enviro400EV City,electric,double,4
N390,,,0,,New Bus for London,hybrid,double,0
N41,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,2,VOLVO,B5LH/Gemini 3,hybrid,double,2
N43,,,0,,DD/Enviro400EV City,electric,double,0
N44,E40H/Enviro400H MMC,ADL Enviro400H MMC,4,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,4
N453,,,0,,New Bus for London,hybrid,double,0
N47,,,0,,B5LH/Enviro400H MMC,hybrid,double,0
N472,B9TL/Gemini 2,,0,,B9TL/Gemini 2,diesel,double,0
N474,,,0,,Trident/Enviro400,diesel,double,0
N486,,,0,,B9TL/Gemini 2,diesel,double,0
N5,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H MMC,3,,B5LH/Gemini 3,hybrid,double,3
N52,,,0,,B5LH/Eclipse Gemini,hybrid,double,0
N53,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,3
N55,New Bus for London,,0,,New Bus for London,hybrid,double,0
N550,E40H/Enviro400H City,Volvo BZL DD | ADL Enviro400H City,5,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,5
N551,E40D/Enviro400 MMC,ADL Enviro400H MMC,5,ALEXANDER DENNIS,E40D/Enviro400 MMC,diesel,double,5
N57,,,0,,DD/Enviro400EV City,electric,double,0
N6,,,0,,B5LH/Gemini 3,hybrid,double,0
N63,E40H/Enviro400H,Wright StreetDeck Electroliner | ADL Enviro400H MMC,3,,E40H/Enviro400H,hybrid,double,3
N64,,,0,,Streetdeck Electroliner 10.5m,electric,double,0
N65,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,,B5LH/Gemini 3,hybrid,double,1
N68,E40H/Enviro400H MMC,,0,,E40H/Enviro400H MMC,hybrid,double,0
N69,,,0,,DD/Enviro400EV City,electric,double,0
N7,Streetdeck FCEV,Volvo B5LH MCV EvoSeti | Volvo B5LH Wright Eclipse Gemini 3,5,,Streetdeck FCEV,hydrogen,double,5
N72,E200Dart/Enviro200,ADL Enviro200 MMC,1,,E200Dart/Enviro200,diesel,double,1
N73,New Bus for London,,0,,New Bus for London,hybrid,double,0
N74,B5LH/Gemini 3,,0,,B5LH/Gemini 3,hybrid,double,0
N76,,,0,,New Bus for London,hybrid,double,0
N8,New Bus for London,ADL Enviro400 MMC,1,ALEXANDER DENNIS,New Bus for London,hybrid,double,1
N83,B9TL/Gemini 2,Volvo B5LH MCV EvoSeti | Volvo B5LH Wright Eclipse Gemini 3,3,,B9TL/Gemini 2,diesel,double,3
N85,,,0,,B5LH/Gemini 3,hybrid,double,0
N86,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,1,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,1
N87,New Bus for London,ADL Enviro400H MMC,4,ALEXANDER DENNIS,New Bus for London,hybrid,double,5
N88,,,0,,E40H/Enviro400H,hybrid,double,0
N89,E40H/Enviro400H MMC,ADL Enviro400H MMC,7,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,7
N9,New Bus for London,Volvo B5LH MCV EvoSeti | Volvo B5LH Wright Eclipse Gemini 3,6,,New Bus for London,hybrid,double,6
N91,B5LH/Enviro400H MMC,,0,VOLVO,B5LH/Enviro400H MMC,hybrid,double,4
N93,,,0,,DD/Enviro400EV City,electric,double,0
N94,,,0,,DD/Enviro400EV City,electric,double,0
N97,B5LH/Gemini 3,ADL Enviro400H MMC,1,VOLVO,B5LH/Gemini 3,hybrid,double,2
N98,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,7,,B5LH/Gemini 3,hybrid,double,7
NEL1,,,0,,New Bus for London,hybrid,double,0
P12,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
P13,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
P4,Streetlite DF 10.8m,Wright StreetLite DF,3,WRIGHTBUS,Streetlite DF 10.8m,diesel,double,3
P5,e.City Gold 10.7m,,0,,e.City Gold 10.7m,diesel,single,0
R1,E20D/Enviro200,,0,,E20D/Enviro200,diesel,single,0
R10,E20D/Enviro200,,0,,E20D/Enviro200,diesel,single,0
R11,E20D/Enviro200,ADL Enviro200,1,,E20D/Enviro200,diesel,double,2
R2,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
R3,E100EV/Enviro100EV 8.5m,,0,,E100EV/Enviro100EV 8.5m,electric,single,0
R4,E20D/Enviro200,,0,,E20D/Enviro200,diesel,single,0
R5,E20D/Enviro200,,0,,E20D/Enviro200,diesel,single,0
R68,E20D/Enviro200 MMC,ADL Enviro200 MMC | ADL Enviro200,3,,E20D/Enviro200 MMC,diesel,double,3
R7,Streetlite WF 8.8m,,0,,Streetlite WF 8.8m,diesel,single,0
R70,Kite Electroliner 10.9m,Wright GB Kite Electroliner | ADL Enviro200 MMC,4,,Kite Electroliner 10.9m,electric,double,4
R8,E100EV/Enviro100EV 8.5m,,0,,E100EV/Enviro100EV 8.5m,electric,single,0
R9,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
S1,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
S2,D8UR/Enviro200 MMC EV,,0,,D8UR/Enviro200 MMC EV,electric,double,0
S3,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,single,0
S4,E20D/Enviro200,Wright StreetLite WF,1,,E20D/Enviro200,diesel,single,1
SCS,D8UR/Enviro200MMC EV,,0,,D8UR/Enviro200MMC EV,electric,double,0
SL1,E40H/Enviro400H City,ADL Enviro400H City,3,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,3
SL10,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,3,,DD/Enviro400EV City,electric,double,3
SL11,New Bus for London,,0,,New Bus for London,hybrid,double,0
SL2,E40H/Enviro400H City,ADL Enviro400H City,3,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,3
SL3,E400EV 10.5m,ADL Enviro400EV,3,ALEXANDER DENNIS,E400EV 10.5m,electric,double,3
SL4,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,double,2
SL5,BYD B11E02 10.9m,BYD BD11,1,BYD,BYD B11E02 10.9m,electric,double,1
SL6,Enviro400EV 10.5m,,0,,Enviro400EV 10.5m,electric,double,0
SL7,B9TL/Gemini 2,,0,,B9TL/Gemini 2,diesel,single,4
SL8,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti,1,,B5LH/EvoSeti,hybrid,double,1
SL9,DD/Enviro400EV City,,0,,DD/Enviro400EV City,electric,double,0
T1,,,0,,,,,0
T2,,,0,,,,,0
T3,,,0,,,,,0
U1,E200Dart/Enviro200,ADL Enviro200,1,,E200Dart/Enviro200,diesel,double,1
U10,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
U2,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
U3,Trident/Enviro400,,0,,Trident/Enviro400,diesel,double,0
U4,Trident/Enviro400,,0,,Trident/Enviro400,diesel,double,0
U5,DD/Enviro400EV City,,0,,DD/Enviro400EV City,electric,double,0
U7,E200Dart/Enviro200,ADL Enviro200 MMC,3,,E200Dart/Enviro200,diesel,double,3
U9,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,single,0
UL13,,,0,,,,,0
UL19,,,0,,,,,0
UL26,,,0,,,,,0
UL30,,,0,,,,,0
UL40,,,0,,,,,0
UL61,,,0,,,,,0
W11,MetroCity EV 9.5m,,0,,MetroCity EV 9.5m,electric,single,0
W12,E100EV/Enviro100EV 8.5m,,0,,E100EV/Enviro100EV 8.5m,electric,single,0
W13,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
W14,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
W15,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,double,4
W16,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
W19,E20D/Enviro200,,0,,E20D/Enviro200,diesel,double,0
W3,E40D/Enviro400,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,4,VOLVO,E40D/Enviro400,diesel,double,4
W4,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,single,0
W5,MetroCity EV 8.7m,,0,,MetroCity EV 8.7m,electric,,0
W6,E20D/Enviro200 MMC,,0,,E20D/Enviro200 MMC,diesel,double,0
W7,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,2,,Streetdeck Electroliner 10.5m,electric,double,2
W8,Trident/Enviro400,BYD BD11,1,,Trident/Enviro400,diesel,double,1
W9,E200Dart/Enviro200,,0,,E200Dart/Enviro200,diesel,double,0
